session_id	original_session_id
ses-732048836	ses-732048836
ses-732073232	ses-732073232
ses-732081771	ses-732081771
ses-732096400	ses-732096400
ses-732105053	ses-732105053
ses-732127099	ses-732127099
ses-732127133	ses-732127133
ses-732141062	ses-732141062
ses-732141091	ses-732141091
ses-732151663	ses-732151663
ses-732151698	ses-732151698
ses-732162916	ses-732162916
ses-732163317	ses-732163317
ses-732171893	ses-732171893
ses-732178620	ses-732178620
ses-732784657	ses-732784657
ses-732796111	ses-732796111
ses-732796148	ses-732796148
