session_id	original_session_id
ses-811808895	ses-811808895
ses-811814289	ses-811814289
ses-811830124	ses-811830124
ses-811837270	ses-811837270
ses-811858057	ses-811858057
ses-811861065	ses-811861065
ses-811889847	ses-811889847
ses-811891433	ses-811891433
ses-811900803	ses-811900803
ses-811912145	ses-811912145
ses-811921991	ses-811921991
ses-811922522	ses-811922522
ses-811923120	ses-811923120
ses-811930394	ses-811930394
ses-811932120	ses-811932120
ses-811933230	ses-811933230
ses-811944212	ses-811944212
ses-811945499	ses-811945499
ses-811950270	ses-811950270
ses-811953264	ses-811953264
ses-811956607	ses-811956607
ses-811963099	ses-811963099
ses-811964564	ses-811964564
ses-811969040	ses-811969040
ses-811970315	ses-811970315
ses-811984526	ses-811984526
ses-811984567	ses-811984567
ses-811989417	ses-811989417
ses-811994423	ses-811994423
ses-812009613	ses-812009613
ses-812017799	ses-812017799
ses-812021934	ses-812021934
ses-812424479	ses-812424479
ses-812559845	ses-812559845
